id,date,words
107,2016.01.06,"竹中工務店,伊東,豊雄,氏,基本,設計,元,設計,施工,シンガポール,完成,高層,オフィス,ビル,CapitaGreen,BCA,(,シンガポール,建築,建設,庁,),BIM,Awards,2015,[,Project,Category,],Platinum,受賞,CapitaGreenBIM,マネージャー,サイト,コラム,執筆,中,同社,石澤,宰,氏,担当,Platinum,賞,最高,位,シンガポール,建築,環境,配慮,型,(,サステナブル,),モード,シフト,中,非常,工期,シンガポール,いま,価値,導入,期待,同社,蓄積,技術,BIM,設計,手法,フィット,今回,評価,石澤,氏,今回,BIM,役割,BIM,お客様,理解,仕方,現場,方,物,方,そ,CapitaGreen,2015,年度,CTBUH,Best,Tall,Building,Awards,アジア,オーストラリア,地域,最優秀,作品,賞,受賞,CapitaGreen,外観,　(,撮影,Michael,Liew,),"
108,2016.01.08,"公益社,団,法人,日本,建築,家,協会,2015,年度,日本,建築,家,協会,優秀,建築,選,公開,審査,会,1,月,24,日,(,日,),開催,同日,年度,JIA,日本,建築,大賞,JIA,優秀,建築,賞,決定,運び,賞,総合,的,水準,作品,公募,建築,高度,見識,建築,家,中心,審査,委員,会,日本,建築,家,協会,優秀,建築,選,2015,選定,そ,中,日本,現代,建築,代表,年度,作品,JIA,日本,建築,大賞,選定,2015,年度,審査,委員,委員,長,建築,家,長谷川,逸子,氏,建築,家,西沢,立,衛,氏,ら,5,名,構成,昨年,12,月,現地,審査,8,作品,中,坂,茂,氏,平賀,信孝,氏,菅井,啓,太,氏,(,いずれ,坂,茂,建築,設計,),大分,県立,美術館,手塚,貴,晴氏,手塚,由比,氏,(,いずれ,手塚,建築,研究所,),空,森,クリニック,本多,友,常,氏,(,摂南大学,理工学部,教授,),樹林,家,入賞,作品,3,作品,審査,会,プレゼンテーション,質疑,応答,公開,審査,"
109,2016.01.12,"一般,社団,法人,日本,建築,学会,情報,システム,技術,委員,会,設計,･,生産,情報,化,委員,会,BIM,日,2016,シンポジウム,BIM,組織,職能,職域,2,月,16,日,(,火,),開催,シンポジウム,2,月,開催,今後,BIM,上,重要,カギ,職能,職域,組織,テーマ,パネル,ディスカッション,実施,Zaha,HadidArchitects,日建,設計,内山,美之,氏,アンズ,スタジオ,竹中,司,氏,ら,パネリスト,講演,こ,ほか,昨年,BIM,活用,コンペ,Build,Live,Japan,2015,題材,まち,づくり,BIM,インパクト,議論,IPD,コラボレーション,研究,WG,成果,報告,会場,建築会館ホール,(,東京,港,区,),参加,費,有料,先着,180,名,事前,申し込み,制,申込,フォーム,申し込み,必要,上記,シンポジウム,情報,申し込み,方法,日本,建築,学会,Web,サイト,掲載,"
110,2016.01.13,"国土,交通省,1,月,12,日,平成,27,年,11,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,27,年,11,月,分,建設,工事,受注,総額,6,兆,5,,,857,億,円,比,6,.,1,%,増加,14,連続,増加,受注,者,別,請受注,高,4,兆,3,,,698,億,円,比,7,.,3,%,増,6,連続,増加,下請,受注,高,2,兆,2,,,159,億,円,3,.,8,%,増,8,連続,増加,請受注,高,うち,公共,機関,受注,高,1,兆,1,,,127,億,円,比,0,.,6,%,減,民間,等,受注,高,3,兆,2,,,571,億,円,10,.,4,%,増加,工事,種類,別,建築,工事,2,兆,8,,,942,億,円,比,8,.,1,%,増,前月,減少,増加,土木,工事,1,兆,716,億,円,4,.,1,%,増,2,連続,増加,機械,装置,等,工事,4,,,039,億,円,11,.,2,%,増,2,連続,増加,"
111,2016.01.20,"公益社,団,法人,日本,ファシリティ,マネジメント,協会,(,以下,JFMA,),JFMA,FORUM,2016,2,月,24,日,(,水,)～,26,日,(,金,),開催,イベント,我が国,FM,普及,定着,目的,2007,年,毎年,開催,FM,大会,今回,イノベーション,メイン,テーマ,都市,企業,ファシリティ,FM,何,考察,プログラム,米倉,誠一郎,氏,(,一橋大学,イノベーション,研究,センター,教授,),基調,講演,出口,治,明,氏,(,ライフ,ネット,生命,代表,取締役,会長,兼,CEO,),特別,講演,はじめ,70,以上,講演,パネル,ディスカッション,構成,内容,現在,セミナー,展示,会,参加,費,無料,事前,登録,受付,期限,2,月,23,日,(,火,),12,:,00,会場,東京,江戸川,区,タワー,ホール,船堀,フォーラム,情報,申し込み,方法,JFMAWeb,サイト,掲載,"
112,2016.01.25,"公益社,団,法人,日本,建築,家,協会,(,略称,:,JIA,),JIA,日本,建築,大賞,2015,JIA,優秀,建築,賞,2015,受賞,作品,1,月,25,日,発表,注目,JIA,日本,建築,大賞,坂,茂,氏,平賀,信孝,氏,菅井,啓,太,氏,(,いずれ,坂,茂,建築,設計,),大分,県立,美術館,JIA,優秀,建築,賞,手塚,貴,晴氏,手塚,由比,氏,(,いずれ,手塚,建築,研究所,),空,森,クリニック,本多,友,常,氏,(,摂南大学,理工学部,教授,),樹林,家,2,作品,受賞,賞,総合,的,水準,作品,公募,建築,高度,見識,建築,家,中心,審査,委員,会,日本,現代,建築,代表,年度,作品,JIA,日本,建築,大賞,選定,2015,年度,審査,委員,委員,長,建築,家,長谷川,逸子,氏,深尾,精一,氏,首都,大学,東京,名誉,教授,建築,家,西沢,立,衛,氏,ら,5,名,受賞,作品,1,月,24,日,開催,公開,審査,決定,"
113,2016.01.29,"一般,財団,法人,家電,製品,協会,IoT,時代,スマート,ハウス,普及,人材,育成,資格,制度,スマート,マスター,新設,発表,スマート,マスター,スマート,ハウス,広範囲,知識,厳正,資格,制度,日本,取り組み,資格,家,構造,性能,知識,はじめ,家電,製品,住宅,設備,エネルギー,マネジメント,技術,商品,動向,理解,さまざま,製品,サービス,横断,的,知識,消費,者,個々,ニーズ,スマート,ハウス,構築,支援,今後,IoT,機器,普及,消費,者,ライフスタイル,予想,スマート,ハウス,普及,期待,ら,状況,協会,人材,育成,積極,的,支援,資格,創設,試験,年,2,回,1,回,目,9,月,実施,受験,要領,後日,協会,発表,"
114,2016.02.01,"国土,交通省,1,月,29,日,2015,年,(,1,月,～,12,月,),建築,着工,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,2015,年,年間,新設,住宅,着工,戸数,90,万,9,,,299,戸,比,1,.,9,%,増,減少,増加,90,万,戸,台,回復,利用,関係,別,持家,28,万,3,,,366,戸,比,0,.,7,%,減少,貸家,37,万,8,,,718,戸,比,4,.,6,%,増,分譲,住宅,24,万,1,,,201,戸,比,1,.,6,%,増加,分譲,住宅,内訳,マンション,11,万,5,,,652,戸,4,.,7,%,増加,一,戸,建,住宅,12,万,3,,,624,戸,1,.,4,%,減少,持家,若干,減少,貸家,分譲,住宅,増加,全体,増加,2009,年,以降,7,年間,中,2,回,目,90,万,戸,以上,"
115,2016.02.03,"戸田建設,鉄骨,柱,自動,計測,建,入れ,調整,システム,開発,発表,システム,鉄骨,図,3,次元,データ,自動,追尾,トータル,ステーション,鉄骨,建,入れ,位置,計測,設計,データ,建,入れ,データ,差分,鉄骨,ジョイント,部,建,入れ,装置,自動,制御,システム,鉄骨,柱,計測,計測,工,2,名,柱,ごと,柱頭,位置,計測,機,設置,二,方向,計測,鳶,工,2,名,柱,建,入れ,調整,計測,建,入れ,調整,時間,システム,複数,鉄骨,柱,位置,計測,建,入れ,調整,1,ヵ所,自動的,短時間,精度,可能,鉄骨,建,方,工事,生産,性,30,%,向上,同社,今後,システム,情報,化,施工,技術,1,展開,少子,高齢,化,建設,作業,員,減少,生産,性,向上,情報,化,施工,技術,開発,方針,"
116,2016.02.08,"竹中工務店,作業,所内,高,所,作業,車,フォークリフト,建設,機械,作業,所員,位置,簡単,把握,管理,システム,開発,イオン,モール,堺,鉄砲,町,作業,所,試験,的,運用,システム,Apple,社,近距離,無線,通信,技術,iBeacon,発信,機,建設,機械,設置,作業,所員,携帯,端末,10,ｍ,以内,自動,位置,情報,送信,携帯,端末,上,作業,所内,平面,図,位置,情報,表示,システム,システム,作業,所,作業,所員,29,人,全員,携帯,端末,導入,試験,的,運用,結果,毎日,30,分,探索,時間,手間,ゼロ,半年,72,時間,作業,所,管理,効率,化,実現,今後,同社,位置,情報,建設,機械,稼働,率,把握,研究,開発,生産,性,向上,方針,"
117,2016.02.10,"一般,社団,法人,日本,建築,学会,近畿,支部,シンポジウム,デジタル,コンストラクション,BIM,施工,革新,展望,3,月,11,日,(,金,),開催,将来,BIM,データ,フル,活用,デジタル,まま,建築,施工,実現,時代,そ,変革,デジタル,コンストラクション,シンポジウム,こ,変革,建築,生産,施工,新た,試み,事例,紹介,ディスカッション,実施,講演,者,熊本大学,大西,康伸,氏,アンズ,スタジオ,竹中,司,氏,清水建設,丹野,貴,一郎,氏,竹中工務店,林,瑞樹,氏,はじめ,7,名,会場,建設,交流,館,グリーン,ホール,大阪,市,参加,費,有料,先着,250,名,事前,申し込み,制,申込,フォーム,EMail,申し込み,必要,上記,シンポジウム,情報,申し込み,方法,日本,建築,学会,近畿,支部,Web,サイト,掲載,"
118,2016.02.12,"国土,交通省,2,月,10,日,平成,27,年,12,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,27,年,12,月,分,建設,工事,受注,総額,7,兆,1,,,720,億,円,比,12,.,0,%,増加,15,連続,増加,受注,者,別,請受注,高,4,兆,8,,,136,億,円,比,9,.,0,%,増,7,連続,増加,下請,受注,高,2,兆,3,,,584,億,円,18,.,4,%,増,9,連続,増加,請受注,高,うち,公共,機関,受注,高,1,兆,2,,,407,億,円,比,5,.,3,%,減,民間,等,受注,高,3,兆,5,,,729,億,円,15,.,1,%,増加,工事,種類,別,建築,工事,3,兆,2,,,413,億,円,比,12,.,9,%,増,2,連続,増加,土木,工事,1,兆,1,,,681,億,円,4,.,8,%,増,3,連続,増加,機械,装置,等,工事,4,,,042,億,円,5,.,9,%,減,3,減少,"
119,2016.02.15,"国土,交通省,2015,年,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,2015,年,建設,業者,受注,高,81,兆,7,,,765,億,円,比,6,.,9,%,増加,受注,者,別,請受注,高,比,6,.,4,%,増加,下請,受注,高,7,.,9,%,増加,請受注,高,うち,公共,機関,受注,高,比,9,.,3,%,減,民間,等,受注,高,14,.,3,%,増加,請受注,高,工事,種類,別,建築,工事,比,12,.,9,%,増,土木,工事,6,.,0,%,減,機械,装置,等,工事,4,.,6,%,増,2011,年,41,兆,円,縮小,建設,市場,一見,そ,倍,市場,よう,2013,年,建設,工事,受注,動態,統計,調査,推計,方法,変更,部分,2012,年,回答,業者,実績,変更,2012,年,推計,方法,2015,年,受注,高,公表,比,元,算出,57,兆,4,,,000,億,円,"
120,2016.02.16,"大成建設,BIM,データ,設計,情報,クラ,ウド,上,一元,管理,端末,共有,TBIM,クラウドビューワ,開発,技術,画面,情報,転送,端末,性能,依存,タブレット,モバイル,端末,利用,客,先,建設,現場,いつ,どこ,簡単,設計,情報,参照,操作,可能,ビューワ,表示,画面,情報,クラ,ウド,上,設計,情報,共有,端末,参照,操作,専用,ソフト,不要,設計,情報,クラ,ウド,上,すべて,処理,個々,端末,保存,高度,セキュリティ,確保,可能,IT,インフラ,日本,IBM,モバイル,仮想,化,技術,クラ,ウド,サービス,構成,今後,同社,技術,BIM,データ,量,効率,的,描画,処理,必要,規模,プロジェクト,施工,維持,管理,業務,展開,方針,"
121,2016.02.17,"公益社,団,法人,日本,ファシリティ,マネジメント,協会,(,以下,JFMA,),2,月,24,日,(,水,)～,26,日,(,金,),JFMA,FORUM,2016,開催,今回,10,回,目,イベント,我が国,FM,普及,定着,目的,2007,年,毎年,開催,FM,大会,今回,イノベーション,－,進化,都市,企業,ファシリティ,－,メイン,テーマ,都市,企業,ファシリティ,FM,何,考察,プログラム,BIMICT,はじめ,経営,財務,CRE,環境,エネルギー,健康,イノベーション・ワークプレイス,さまざま,技術,手法,切り口,カテゴリー,BIMICT,カテゴリー,協会,BIM,FM,部会,コンピュータ,活用,研究,部会,"
122,2016.02.22,"淺沼組,安藤,・,間,鴻池組,西武建設,錢高組,東亜建設工業,西松建設,三井,住友建設,8,社,2014,年,2,月,共同,開発,建築,物,緑化,計画,生物,多様,性,取り組み,評価,ツール,いき,プラス,®,バージョンアップ,機能,強化,ツール,設計,者,敷地,情報,取り組み,内容,パソコン,上,入力,CASBEE,新築,(,簡易,版,),生物,多様,性,関連,項目,点数,算出,緑化,計画,立案,支援,ツール,集合,住宅,事務所,宿泊,施設,緑化,計画,提案,設計,活用,強化,機能,東京,23,区,限定,利用,対象,地域,拡大,各社,独自,改良,可能,点,対象,地域,東京,神奈川,埼玉,千葉,愛知,大阪,利便,性,向上,郊外,周辺,カバー,法,面,緑化,土木,植,栽計画,利用,可能,今後,8,社,各社,独自,改良,ツール,活用,生物,多様,性,配慮,設計,施工,"
123,2016.02.25,"清水建設,設計,初期,段階,建物,自然,換気,性能,評価,3,次元,シミュレーション,システム,VisualNETS,3,D,開発,実用,化,システム,2000,年,開発,2,次元,モデル,バージョンアップ,開発,3,次元,解析,モデル,容易,構築,よう,BIM,データ,連携,特徴,使用,手順,初め,設計,者,BIM,データ,利用,建物,3,次元,形状,入力,室内,温熱,環境,影響,条件,入力,解析,用,3,次元,モデル,構築,自然,換気,影響,気象,条件,拡張,アメダス,気象,データ,ベース,建設,地,時々刻々,気温,日射,量,シミュレーション,反映,仕組み,そ,所要,時間,3,時間,程度,システム,最適,自然,換気,計画,実施,空調,エネルギー,最大,20,％,程度,削減,見込み,今後,同社,全国,設計,部門,水平,展開,建物,省エネ,性能,計画,"
124,2016.03.02,"大林,組,スマート,シティ,エネルギー,システム,設計,支援,ツールエコナビ,®(,シティ,版,),開発,エコナビ,建物,省エネ,手法,適用,効果,コスト,関係,化,効果,的,省エネ,手法,組み合わせ,設計,支援,ツール,今回,開発,シティ,版,エネルギー,共同,利用,最適,システム,設計,複数,建物,エリア,省エネ,炭素,化,電力,自給,率,簡単,評価,主,特長,エリア,内,建物,条件,各種,設備,容量,性能,設定,年間,エネルギー,費,CO,2,排出,量,簡単,評価,ほか,各種,設備,工事,費,概算,データ,内蔵,各種,計画,条件,費用,対,効果,評価,可能,エリア,BCP,対応,性,評価,今後,同社,ツール,複数,用途,建物,混在,都,市内,街,区,最適,エネルギー,システム,提案,方針,"
125,2016.03.03,"東京大学,建築,学,専攻,ADS,(,以下,T,_,ADS,),Internet,of,Behavior,個,共鳴,都市,生態,展,3,月,5,日,～,13,日,参,青山,ビル,外,構,スペース,(,東京,港,区,),開催,近年,一,方向,的,サービス,ビジネス,人々,参加,前提,経験,提供,ビジネス,台頭,都市,デザイン,対象,移行,流れ,合致,よう,同展,社会,状況,応答,都市,空間,時間,的,移ろい,相互,連関,様,データ,一つ,Internet,そ,相互,作用,メカニズム,把握,都市,生態,介入,糸口,3,月,6,日,(,日,),東京大学,建築,家,隈,研,吾,氏,出演,公開,セミナー,開催,上記,展示,公開,セミナー,詳細,T,_,ADSWeb,サイト,掲載,"
126,2016.03.03,"世界中,建築,設計,者,対象,設計,コンペ,開催,Web,サイト,Arcbazar,日本,版,開設,Arcbazar,設計,コンペ,民主,化,MIT,発,ベンチャー,2010,年,アメリカ,設立,サービス,施主,サービス,利用,世界中,登録,建築,設計,者,対象,設計,コンペ,開催,可能,施主,手ごろ,価格,複数,デザイン,案,設計,者,新た,活躍,場,報酬,額,特徴,サイト,中小,規模,建築,設計,よう,種類,コンペ,開催,住宅,複合,施設,新築,キッチン,浴室,リフォーム,ほか,インテリア,設計,造園,設計,コンペ,開催,可能,世界中,数,千,コンペ,実績,日本,版,今週,コンペ,開始,今後,日本,注目,"
127,2016.03.10,"国土,交通省,3,月,10,日,平成,28,年,1,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,28,年,1,月,分,建設,工事,受注,総額,6,兆,537,億,円,比,10,.,5,%,増加,16,連続,増加,受注,者,別,請受注,高,3,兆,8,,,883,億,円,比,3,.,8,%,増,8,連続,増加,下請,受注,高,2,兆,1,,,654,億,円,24,.,8,%,増,10,連続,増加,請受注,高,うち,公共,機関,受注,高,9,,,243,億,円,比,5,.,9,%,減,民間,等,受注,高,2,兆,9,,,640,億,円,7,.,3,%,増加,工事,種類,別,建築,工事,2,兆,4,,,845,億,円,比,0,.,4,%,減,3,減少,土木,工事,9,,,870,億,円,8,.,4,%,増,4,連続,増加,機械,装置,等,工事,4,,,168,億,円,22,.,3,%,増,前月,減少,増加,"
128,2016.03.15,"一般,社団,法人,パッシブハウス・ジャパン,(,以下,PHJ,),住宅,年間,暖房,負荷,大幅,削減,デザイン,性,快適,性,住宅,選出,エコ,ハウス,アワード,2016,受賞,作品,発表,アワード,今回,1,回,目,一,次,審査,通過,26,ノミネート,作品,森,みわ,氏,(,PHJ,代表,理事,),ら,審査,員,6,名,審査,ほか,Facebook,人気,投票,記念,大会,当日,会場,投票,選出,エコ,ハウス,大賞,新潟,信濃,町,家,受賞,作品,現場,製作,開口,部,カーテンウォール,スーパーパッシブガラス,2,燃費,向上,年間,暖房,負荷,18,.,7,kWhm,²,a,実現,ウェブ,人気,賞,パッシブハウス,部門,優秀,賞,フルオーダーメイド,パッシブハウス,PASSIO,PASSIVE,ULTIMATE,～,M,邸,ダブル,受賞,こ,ほか,受賞,作品,情報,アワード,Web,サイト,掲載,"
129,2016.03.22,"清水建設,菱,友,システムズ,茨城工業高等専門学校,岡本,修,准,教授,共同,地下,掘削,工事,ライフライン,損傷,防止,目的,タブレット,上,地下,埋設,物,現地,風景,画像,投影,化,地下,埋設,物,可視,化,システム,開発,実用,化,システム,操作,担当,者,位置,情報,基,そ,周辺,存在,埋設,物,図面,データ,クラウドデータベース,抽出,現地,風景,画像,表示,埋設,物,存在,位置,可視,化,操作,担当,者,タブレット,掘削,工事,地表,面,直下,敷設,埋設,物,ライン,よう,地表,面,画像,上,投影,タブレット,使用,位置,端末,保持,角度,地表,面,ライブ,画像,埋設,物,敷設,ライン,自動的,追随,表示,特長,同社,現在,施工,中,開削,工事,現場,試験,運用,今後,システム,全国,地下,掘削,現場,展開,方針,"
130,2016.03.24,"戸田建設,地震,時,建物,モニタリング,ビルメディカルシステムユレ,かん,開発,同社,保有,施設,15,ヵ所,展開,検証,実施,システム,地震,発生,際,建物,オーナー,建物,震度,それ,被災,度,(,健全,性,),リアルタイム,正確,システム,感,震,器,感知,加速度,データ,インターネット,クラウドサーバー,リアルタイム,送信,建物,震度,建物,健全,性,判定,クラウドサーバー,仕組み,建物,震度,情報,即時,建物,管理,者,メール,配信,地震,後,通信,困難,状態,前,情報,把握,パソコン,タブレット,機器,世界中,データ,特長,Web,カメラ,接続,建物,内,被災,情報,画像,送信,可能,今後,同社,今月,末,同社,施設,検証,終了,同社,施工,建物,システム,設置,積極,的,提案,方針,"
131,2016.03.31,"大林,組,IC,タグ,建設,現場,資機材,搬入,状況,一目,管理,システム,開発,高層,ビル,建設,工事,適用,そ,効果,実証,システム,建設,作業,員,携帯,IC,タグ,機材,IC,タグ,エレベーター,設置,IC,タグ,リーダー,誰,資機材,階,揚,自動的,記録,資機材,揚,状況,機材,稼働,状況,リアルタイム,把握,システム,IC,タグ,資材,揚,データ,エレベーター,搬器,設置,PC,随時,送信,そ,時点,実績,そ,場,確認,計画,最適,化,可能,機材,(,高,所,作業,車,),個別,稼働,状況,把握,可能,施工,進捗,最適,配置,実証,実験,高所,作業,車,延べ,台数,16,%,コスト,18,%,削減,実現,今後,同社,システム,活用,建設,工事,省力,化,省,人,化,方針,"
132,2016.04.01,"安井,建築,設計,事務所,2016,年,～,2020,年,中期,計画,策定,4,月,1,日,BIM,中心,ICT,重視,体制,移行,設計,本部,ICTBIM,デザイン,センター,新設,ICT,BIM,関連,技術,開発,展開,進化,設計,ノウハウ,蓄積,とも,ICTBIM,開発,･,検証,教育,標準,化,戦術,づくり,実施,ビジネス,創造,本部,革新,的,ICT,ビジネス,創造,特,化,ICT,ビジネス,イノベーション,室,設置,ICTBIM,デザイン,センター,連携,活動,こ,ほか,コンピュテーショナル・デザイン,先進,的,手法,ICTBIM,デザイン,センター,連携,プロジェクト,実践,BIM,デベロップメント,デザイン,スタジオ,BIM,D,2,S,設置,同社,組織,図,本日,同社,Web,サイト,掲載,"
133,2016.04.04,"東芝,エレベータ,精度,3,次元,レーザー,スキャナー,活用,エレベーターリニューアルサーベイシステム,開発,今月,運用,開始,システム,エレベーター,かご,3,次元,レーザー,スキャナー,設置,方位,撮影,データ,収集,実現,システム,計測,データ,必要,寸法,抽出,BIM,ソフト,3,D,モデリング,展開,パソコン,上,昇降,路,建物,状況,3,次元,ビジュアルイメージ,確認,可能,エレベーター,機械,室,主要,機器,撤去,搬入,シミュレーション,可能,最適,搬出,ルート,確認,容易,エレベーター,停止,時間,削減,データ,化,工事,計画,全体,提案,最適,化,システム,高層,向け,エレベーター,サーベイ,計測,作業,データ,処理,時間,最大,70,%,短縮,今後,同社,効率,的,現場,サーベイ,客,先,迅速,現場,対応,実現,更,受注,拡大,方針,"
134,2016.04.12,"国土,交通省,4,月,11,日,平成,28,年,2,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,28,年,2,月,分,建設,工事,受注,総額,6,兆,3,,,331,億,円,比,6,.,8,%,増加,17,連続,増加,受注,者,別,請受注,高,4,兆,1,,,210,億,円,比,0,.,8,%,増,9,連続,増加,下請,受注,高,2,兆,2,,,121,億,円,20,.,2,%,増,11,連続,増加,請受注,高,うち,公共,機関,受注,高,1,兆,697,億,円,比,2,.,8,%,減,民間,等,受注,高,3,兆,513,億,円,2,.,1,%,増加,工事,種類,別,建築,工事,2,兆,6,,,268,億,円,比,0,.,2,%,増,前月,減少,増加,土木,工事,1,兆,813,億,円,4,.,3,%,増,5,連続,増加,機械,装置,等,工事,4,,,129,億,円,4,.,0,%,減,前月,増加,減少,"
135,2016.04.14,"フレーム,ワークス,物流,オープン,データ,活用,コンテスト,4,月,18,日,実施,同社,物流,システム,構築,大和ハウス,グループ,企業,コンテスト,賞金,総額,500,万,円,IoT,時代,物流,提案,募集,オープン,データ,従来,組織,データ,インターネット,コンピュータ,プログラム,直接,利用,形,公開,動き,英,米,個人,多く,人,そ,データ,利用,アプリ,開発,データ,組織,考え,多様,応用,生まれ,イノベーション,効果,実証,社会,成熟,国,イノベーション,伸び,資源,こ,オープン,データ,世界,的,注目,4,月,21,日,東京大学,坂村,健,氏,(,東京大学,教授,),出演,シンポジウム,開催,上記,コンテスト,シンポジウム,詳細,同社,Web,サイト,掲載,"
136,2016.04.19,"一般,社団,法人,日本,建築,学会,2016,年,日本,建築,学会,賞,4,月,18,日,発表,大賞,設計,言語,社会,建築,功績,伊東,豊雄,氏,(,伊東,豊雄,建築,設計,事務所,),耐震,工学,鉄骨,構造,学,学術,的,発展,文化財,建造,物,保存,修復,復元,技術,高度,化,建築,界,貢献,金,潔,氏,(,京都大,学,名誉,教授,),空気,調和,設備,最適,設計,制御,性能,検証,発展,実践,一連,功績,中原,信生,氏,(,名古屋大学,名誉,教授,),3,名,受賞,注目,学会,賞,(,作品,),流山,市立,森,小・中学校,森,センター,こども,図書館,赤松,佳,珠子,氏,(,法政大学,教授,),小嶋,一浩,氏,(,横浜国立大学,大学院,YGSA,教授,いずれ,CAt,シーラカンスアンドアソシエイツ,),武蔵野,プレ,イス,比嘉,武彦,氏,川原田,康子,氏,(,いずれ,kwhg,アーキテクツ,),竹林,寺,納骨,堂,堀部,安,嗣氏,(,堀部,安,嗣建築,設計,事務所,),3,作品,受賞,賞,情報,団体,トレンド,紹介,"
137,2016.04.19,"一般,社団,法人,日本,建築,学会,2016,年,日本,建築,学会,賞,4,月,18,日,発表,大賞,設計,言語,社会,建築,功績,伊東,豊雄,氏,(,伊東,豊雄,建築,設計,事務所,),耐震,工学,鉄骨,構造,学,学術,的,発展,文化財,建造,物,保存,修復,復元,技術,高度,化,建築,界,貢献,金,潔,氏,(,京都大,学,名誉,教授,),空気,調和,設備,最適,設計,制御,性能,検証,発展,実践,一連,功績,中原,信生,氏,(,名古屋大学,名誉,教授,),3,名,それぞれ,受賞,大賞,建築,学術,技術,芸術,発展,途上,長年,業績,貢献,学会,個人,会員,対象,注目,学会,賞,(,作品,),流山,市立,森,小・中学校,森,センター,こども,図書,"
138,2016.04.21,"大林,組,BIM,活用,建物,維持,管理,ツール,BIMobile,®(,ビーモバイル,),開発,BIMobile,BIM,データ,ラティス,テクノロジー,XVL,技術,軽量,化,属性,情報,BIM,モデル,タブレット,表示,写真,点検,記録,情報,入力,ツール,建物,点検,際,実物,タブレット,上,BIM,モデル,構造,躯,体,仕上げ,建具,設備,機器,仕様,材質,基本,性能,メーカー,確認,点検,可能,サーバー,保存,図面,取扱,説明,書,ドキュメント,閲覧,携帯,タブレット,3,D,モデル,属性,情報,参照,そ,場,点検,記録,情報,入力,可能,技術,建設,業界,初,設定,項目,点検,タブレット,撮影,写真,点検,業務,効率,飛躍,的,今後,同社,ツール,施工,管理,業務,展開,品質,管理,記録,蓄積,検査,業務,効率,向上,方針,"
139,2016.04.22,"一般,社団,法人,日本,建設,業,連合,会,(,以下,日建,連,),適正,工期,受注,推進,将来,担い手,確保,目的,建築,工事,適正,工期,算定,プログラム,作成,プログラム,1,日,8,時間,作業,基本,完全,週休,2,日,夏期,連続,休暇,取得,前提,適正,工期,自動,算定,1,版,事務所,集合,住宅,5,建物,用途,RC,造,SRC,造,S,造,3,構造,対応,建物,データ,階数,面積,構造,工程,影響,主,項目,入力,入力,データ,基,杭,山,留,型,枠,鉄筋,外装,内装,主要,工事,数量,自動,算出,日建,連,施工,歩,掛,工程,算出,工事,設定,施工,手順,ネットワーク,工程,表,自動,作成,プログラム,5,月,20,日,販売,開始,価格,一般,28,万,円,日建,連,会員,20,万,円,(,いずれ,税別,),プログラム,発表,会,4,月,28,日,(,木,),東京,ホテルニューオータニ,"
140,2016.05.10,"一般,社団,法人,日本,建設,業,連合,会,(,以下,日建,連,),2016,施工,CIM,事例,集,発行,Web,サイト,公開,開始,同書,日建,連,インフラ,再生,委員,会,技術,部会,部会,2015,年度,成果,事例,集,昨年,発行,内容,日建,連,会員,企業,各種,工事,工事,全体,工事,一,部分,3,D,モデル,活用,施工,CIM,適用,事例,取りまとめ,効果,課題,抽出,成果,本編,CIM,導入,目的,効果,事例,2,ページ,単位,紹介,トンネル,橋梁,工事,CIM,活用,事例,掲載,掲載,事例,昨年,25,社,48,事例,104,ページ,日建,連,今後,事例,増加,随時,追加,事例,紹介,方針,同書,日建,連,Web,サイト,無料,ダウンロード,可能,"
141,2016.05.13,"国土,交通省,5,月,12,日,平成,28,年,3,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,28,年,3,月,分,建設,工事,受注,総額,10,兆,5,,,649,億,円,比,20,.,1,%,増加,18,連続,増加,受注,者,別,請受注,高,7,兆,6,,,849,億,円,比,20,.,6,%,増,10,連続,増加,下請,受注,高,2,兆,8,,,799,億,円,18,.,8,%,増,12,連続,増加,請受注,高,うち,公共,機関,受注,高,2,兆,5,,,629,億,円,比,16,.,8,%,増加,民間,等,受注,高,5,兆,1,,,220,億,円,22,.,6,%,増加,工事,種類,別,建築,工事,4,兆,4,,,846,億,円,比,24,.,9,%,増,2,連続,増加,土木,工事,2,兆,4,,,665,億,円,8,.,7,%,増,6,連続,増加,機械,装置,等,工事,7,,,339,億,円,42,.,9,%,増,前月,減少,増加,"
